Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Discount,Region,Salesperson
ORD00046,2026-05-06,C048,Doan Thu Phuong,Mouse,Accessories,1,28.8,0.0,West,Huy
ORD00307,2026-05-06,C005,Le Minh Chau,Headphones,Accessories,3,95.62,0.1,West,Dung
ORD00188,2026-05-07,C007,Huynh Kim Thao,Tablet,Electronics,3,508.98,0.1,East,Trang
ORD00026,2026-05-08,C039,Tran Thi Binh,Keyboard,Accessories,3,61.83,0.0,North,Chi
ORD00051,2026-05-08,C032,Huynh Kim Thao,Monitor,Electronics,1,323.48,0.05,East,Trang
ORD00293,2026-05-08,C012,Doan Thu Phuong,Monitor,Electronics,3,376.43,0.05,West,An
ORD00484,2026-05-08,C062,Vo Thanh Lam,Mouse,Accessories,5,31.42,0.05,North,Minh
ORD00022,2026-05-09,C019,Nguyen Ha,Tablet,Electronics,2,487.61,0.0,South,Huy
ORD00124,2026-05-09,C008,Mai Anh,Mouse,Accessories,2,28.35,0.05,Central,Trang
ORD00207,2026-05-09,C008,Mai Anh,Desk,Office,1,301.05,0.05,West,Minh
ORD00101,2026-05-10,C084,Nguyen Van An,Monitor,Electronics,1,340.05,0.2,West,An
ORD00246,2026-05-10,C060,Dang Ngoc Mai,Keyboard,Accessories,5,55.37,0.0,Central,Minh
ORD00251,2026-05-10,C062,Huynh Kim Thao,Webcam,Electronics,4,69.13,0.1,West,Lan
ORD00179,2026-05-11,C093,Phan Duc Tuan,Chair,Office,4,187.52,0.1,West,Trang
ORD00230,2026-05-11,C073,Bui Gia Nam,Keyboard,Accessories,1,63.78,0.0,North,Chi
ORD00439,2026-05-11,C010,Tran Thi Binh,Printer,Office,1,205.01,0.05,North,Chi
ORD00015,2026-05-12,C094,Hoang Thu Ha,Keyboard,Accessories,6,60.61,0.05,West,Minh
ORD00414,2026-05-12,C023,Ngo Minh Quan,Webcam,Electronics,8,74.03,0.15,East,Minh
ORD00252,2026-05-13,C065,Mai Anh,Chair,Office,3,171.06,0.05,West,Binh
ORD00032,2026-05-15,C067,Nguyen Van An,Keyboard,Accessories,2,61.44,0.1,North,Trang
ORD00288,2026-05-15,C035,Dang Ngoc Mai,Laptop,Electronics,2,1110.97,0.0,East,Lan
ORD00360,2026-05-15,C035,Tran Minh,Mouse,Accessories,2,30.44,0.05,North,Trang
ORD00098,2026-05-16,C026,Le Minh Chau,Monitor,Electronics,3,353.18,0.15,West,Dung
ORD00244,2026-05-16,C021,Tran Thi Binh,Headphones,Accessories,2,88.09,0.0,East,An
ORD00115,2026-05-17,C051,Mai Anh,Laptop,Electronics,3,1175.89,0.1,North,Lan
ORD00283,2026-05-18,C050,Le Minh Chau,Desk,Office,8,282.94,0.0,West,Chi
ORD00297,2026-05-18,C099,Le Minh Chau,Headphones,Accessories,1,94.41,0.05,North,Trang
ORD00311,2026-05-19,C094,Tran Minh,Printer,Office,3,232.02,0.0,Central,Chi
ORD00028,2026-05-20,C069,Hoang Thu Ha,Headphones,Accessories,3,84.14,0.0,Central,Minh
ORD00356,2026-05-20,C021,Vo Thanh Lam,Tablet,Electronics,6,502.67,0.1,Central,Minh
ORD00463,2026-05-21,C032,Nguyen Ha,Mouse,Accessories,3,30.83,0.0,East,Minh
ORD00061,2026-05-22,C095,Ngo Minh Quan,Chair,Office,1,193.66,0.15,West,Chi
ORD00080,2026-05-22,C066,Huynh Kim Thao,Printer,Office,2,230.02,0.0,Central,Minh
ORD00153,2026-05-22,C030,Tran Thi Binh,Mouse,Accessories,4,28.13,0.0,East,Binh
ORD00338,2026-05-22,C082,Le Minh Chau,Printer,Office,3,223.47,0.15,North,An
ORD00387,2026-05-22,C010,Le Minh Chau,Keyboard,Accessories,6,62.01,0.1,North,Chi
ORD00302,2026-05-23,C048,Nguyen Ha,Chair,Office,1,184.11,0.0,South,Binh
ORD00337,2026-05-23,C041,Dang Ngoc Mai,Mouse,Accessories,4,27.98,0.0,South,Minh
ORD00235,2026-05-24,C030,Mai Anh,Chair,Office,2,188.51,0.05,East,Chi
ORD00264,2026-05-24,C032,Phan Duc Tuan,Mouse,Accessories,1,32.02,0.05,South,Chi
ORD00064,2026-05-25,C071,Doan Thu Phuong,Keyboard,Accessories,3,63.65,0.1,West,Dung
ORD00314,2026-05-25,C039,Doan Thu Phuong,Chair,Office,2,191.62,0.1,Central,Dung
ORD00355,2026-05-25,C036,Vo Thanh Lam,Printer,Office,1,203.79,0.0,Central,Minh
ORD00378,2026-05-25,C058,Dang Ngoc Mai,Mouse,Accessories,2,30.84,0.15,South,Huy
ORD00147,2026-05-26,C059,Ngo Minh Quan,Tablet,Electronics,2,527.56,0.1,North,Lan
ORD00228,2026-05-26,C067,Ngo Minh Quan,Laptop,Electronics,1,1218.63,0.0,West,Minh
ORD00050,2026-05-27,C058,Nguyen Van An,Tablet,Electronics,6,461.22,0.0,West,Huy
ORD00316,2026-05-27,C030,Tran Minh,Mouse,Accessories,1,28.22,0.0,Central,Dung
ORD00361,2026-05-27,C063,Vo Thanh Lam,Webcam,Electronics,2,79.72,0.1,Central,Chi
ORD00441,2026-05-27,C084,Le Minh Chau,Tablet,Electronics,1,515.66,0.0,South,Lan
ORD00156,2026-05-28,C093,Tran Minh,Printer,Office,1,210.55,0.2,West,Chi
ORD00170,2026-05-28,C096,Pham Quang Duy,Mouse,Accessories,1,31.39,0.1,South,Dung
ORD00184,2026-05-28,C033,Ngo Minh Quan,Tablet,Electronics,1,509.45,0.05,South,Dung
ORD00291,2026-05-28,C088,Tran Minh,Mouse,Accessories,6,30.79,0.0,West,Binh
ORD00411,2026-05-28,C087,Ngo Minh Quan,Mouse,Accessories,5,31.81,0.15,Central,Chi
ORD00317,2026-05-30,C048,Doan Thu Phuong,Laptop,Electronics,2,1289.52,0.0,Central,Lan
ORD00084,2026-05-31,C055,Tran Minh,Keyboard,Accessories,3,55.93,0.0,Central,Lan
ORD00268,2026-05-31,C096,Huynh Kim Thao,Keyboard,Accessories,10,60.56,0.1,Central,An
ORD00315,2026-05-31,C059,Huynh Kim Thao,Desk,Office,1,287.65,0.15,South,Trang
ORD00029,2026-06-01,C054,Bui Gia Nam,Mouse,Accessories,2,31.91,0.1,North,Trang
ORD00259,2026-06-01,C099,Bui Gia Nam,Laptop,Electronics,1,1117.84,0.1,North,Huy
ORD00373,2026-06-01,C079,Vo Thanh Lam,Desk,Office,1,294.45,0.1,East,Huy
ORD00276,2026-06-03,C037,Vo Thanh Lam,Mouse,Accessories,3,28.64,0.1,West,Lan
ORD00443,2026-06-03,C089,Ngo Minh Quan,Keyboard,Accessories,3,64.29,0.1,West,Minh
ORD00168,2026-06-04,C017,Bui Gia Nam,Chair,Office,1,168.02,0.0,South,Dung
ORD00216,2026-06-05,C093,Ngo Minh Quan,Headphones,Accessories,3,95.0,0.15,North,Dung
ORD00306,2026-06-05,C095,Huynh Kim Thao,Headphones,Accessories,1,87.45,0.1,Central,Huy
ORD00312,2026-06-05,C047,Dang Ngoc Mai,Laptop,Electronics,4,1164.46,0.0,North,Dung
ORD00344,2026-06-05,C037,Dang Ngoc Mai,Laptop,Electronics,2,1202.24,0.05,East,Huy
ORD00447,2026-06-05,C015,Pham Quang Duy,Mouse,Accessories,1,31.99,0.1,West,Chi
ORD00326,2026-06-06,C051,Pham Quang Duy,Monitor,Electronics,1,346.93,0.15,East,Dung
ORD00335,2026-06-07,C047,Dang Ngoc Mai,Tablet,Electronics,4,460.17,0.1,North,Minh
ORD00167,2026-06-08,C082,Pham Quang Duy,Webcam,Electronics,1,77.92,0.0,South,Lan
ORD00193,2026-06-08,C058,Mai Anh,Laptop,Electronics,1,1270.71,0.05,East,Huy
ORD00187,2026-06-09,C041,Tran Thi Binh,Desk,Office,1,259.93,0.15,East,Trang
ORD00012,2026-06-11,C033,Dang Ngoc Mai,Mouse,Accessories,1,30.59,0.1,West,Chi
ORD00103,2026-06-11,C076,Le Minh Chau,Chair,Office,2,194.14,0.15,Central,An
ORD00177,2026-06-11,C061,Le Minh Chau,Mouse,Accessories,2,31.08,0.0,North,An
ORD00011,2026-06-12,C033,Huynh Kim Thao,Keyboard,Accessories,1,62.03,0.0,West,Binh
ORD00025,2026-06-13,C019,Ngo Minh Quan,Headphones,Accessories,4,87.49,0.1,Central,Minh
ORD00055,2026-06-13,C089,Hoang Thu Ha,Monitor,Electronics,4,371.14,0.05,West,An
ORD00116,2026-06-13,C054,Dang Ngoc Mai,Webcam,Electronics,1,70.99,0.0,North,An
ORD00138,2026-06-13,C059,Dang Ngoc Mai,Chair,Office,1,178.19,0.1,Central,Lan
ORD00220,2026-06-13,C030,Tran Thi Binh,Keyboard,Accessories,5,58.19,0.05,South,An
ORD00253,2026-06-13,C081,Le Minh Chau,Keyboard,Accessories,10,64.41,0.1,North,Dung
ORD00336,2026-06-13,C082,Hoang Thu Ha,Webcam,Electronics,1,78.6,0.05,Central,Minh
ORD00445,2026-06-13,C083,Nguyen Van An,Mouse,Accessories,1,28.81,0.05,South,Dung
ORD00270,2026-06-14,C061,Nguyen Van An,Headphones,Accessories,1,88.75,0.0,Central,Minh
ORD00390,2026-06-14,C006,Dang Ngoc Mai,Headphones,Accessories,1,88.1,0.0,West,An
ORD00419,2026-06-15,C085,Mai Anh,Headphones,Accessories,1,86.06,0.2,East,Chi
ORD00446,2026-06-15,C017,Ngo Minh Quan,Desk,Office,3,267.22,0.1,South,Chi
ORD00065,2026-06-16,C091,Ngo Minh Quan,Mouse,Accessories,4,29.41,0.05,South,Chi
ORD00225,2026-06-16,C074,Doan Thu Phuong,Keyboard,Accessories,2,63.37,0.1,South,Chi
ORD00418,2026-06-18,C057,Mai Anh,Keyboard,Accessories,8,60.45,0.0,North,Dung
ORD00150,2026-06-19,C034,Nguyen Ha,Webcam,Electronics,3,69.29,0.0,Central,Minh
ORD00224,2026-06-19,C072,Bui Gia Nam,Chair,Office,3,175.99,0.0,North,Binh
ORD00465,2026-06-19,C078,Ngo Minh Quan,Monitor,Electronics,1,331.28,0.0,South,Minh
ORD00052,2026-06-20,C012,Le Minh Chau,Desk,Office,3,293.94,0.0,North,An
ORD00201,2026-06-20,C076,Nguyen Van An,Mouse,Accessories,5,28.79,0.0,North,Trang
ORD00388,2026-06-20,C025,Pham Quang Duy,Mouse,Accessories,3,27.65,0.05,South,Dung
ORD00440,2026-06-20,C055,Dang Ngoc Mai,Keyboard,Accessories,2,64.5,0.05,Central,Huy
ORD00494,2026-06-20,C066,Ngo Minh Quan,Printer,Office,3,229.04,0.2,West,Chi
ORD00206,2026-06-21,C038,Pham Quang Duy,Webcam,Electronics,2,74.87,0.05,West,Dung
ORD00258,2026-06-21,C065,Dang Ngoc Mai,Webcam,Electronics,2,70.27,0.15,West,Trang
ORD00308,2026-06-21,C011,Tran Thi Binh,Webcam,Electronics,5,77.52,0.05,East,Dung
ORD00475,2026-06-22,C082,Tran Thi Binh,Headphones,Accessories,8,92.14,0.0,West,Huy
ORD00004,2026-06-24,C062,Le Minh Chau,Monitor,Electronics,2,347.54,0.0,East,Minh
ORD00013,2026-06-24,C078,Le Minh Chau,Printer,Office,1,215.88,0.05,North,Huy
ORD00467,2026-06-24,C033,Nguyen Ha,Keyboard,Accessories,8,60.55,0.05,North,Chi
ORD00128,2026-06-25,C082,Dang Ngoc Mai,Mouse,Accessories,3,29.01,0.0,South,Minh
ORD00162,2026-06-25,C090,Tran Thi Binh,Keyboard,Accessories,1,61.88,0.0,West,Dung
ORD00488,2026-06-25,C006,Doan Thu Phuong,Webcam,Electronics,5,79.3,0.05,Central,Trang
ORD00194,2026-06-26,C051,Doan Thu Phuong,Mouse,Accessories,2,27.79,0.2,East,Binh
ORD00262,2026-06-27,C067,Nguyen Van An,Keyboard,Accessories,4,58.87,0.05,East,Lan
ORD00450,2026-06-27,C067,Nguyen Ha,Laptop,Electronics,1,1172.13,0.15,South,An
ORD00183,2026-06-28,C088,Doan Thu Phuong,Chair,Office,8,186.46,0.15,North,Dung
ORD00060,2026-06-29,C085,Pham Quang Duy,Headphones,Accessories,1,91.48,0.0,West,Minh
ORD00260,2026-06-29,C015,Le Minh Chau,Headphones,Accessories,2,97.08,0.05,Central,Dung
ORD00424,2026-06-29,C025,Huynh Kim Thao,Tablet,Electronics,1,508.12,0.0,West,Huy
ORD00449,2026-06-29,C047,Tran Minh,Keyboard,Accessories,3,55.68,0.1,North,An
ORD00057,2026-07-02,C013,Dang Ngoc Mai,Printer,Office,5,210.8,0.05,North,Chi
ORD00358,2026-07-02,C100,Vo Thanh Lam,Headphones,Accessories,1,89.88,0.1,Central,An
ORD00160,2026-07-03,C067,Huynh Kim Thao,Laptop,Electronics,6,1191.83,0.1,East,Huy
ORD00417,2026-07-04,C049,Dang Ngoc Mai,Desk,Office,4,264.39,0.05,West,Trang
ORD00071,2026-07-05,C060,Tran Thi Binh,Printer,Office,1,218.72,0.0,East,Dung
ORD00278,2026-07-05,C055,Pham Quang Duy,Webcam,Electronics,2,70.25,0.1,East,Trang
ORD00176,2026-07-06,C084,Vo Thanh Lam,Monitor,Electronics,2,345.5,0.15,Central,An
ORD00423,2026-07-06,C034,Tran Minh,Desk,Office,1,289.38,0.05,North,An
ORD00036,2026-07-07,C097,Pham Quang Duy,Tablet,Electronics,2,505.78,0.05,West,Huy
ORD00231,2026-07-07,C005,Phan Duc Tuan,Mouse,Accessories,3,31.59,0.0,Central,Trang
ORD00345,2026-07-07,C018,Phan Duc Tuan,Webcam,Electronics,2,69.31,0.0,Central,Chi
ORD00031,2026-07-08,C041,Pham Quang Duy,Keyboard,Accessories,2,59.5,0.05,North,Dung
ORD00203,2026-07-08,C020,Tran Thi Binh,Chair,Office,3,171.53,0.1,South,An
ORD00490,2026-07-08,C031,Huynh Kim Thao,Desk,Office,8,298.06,0.1,West,Binh
ORD00008,2026-07-09,C100,Nguyen Ha,Monitor,Electronics,8,374.61,0.1,East,An
ORD00067,2026-07-10,C025,Bui Gia Nam,Printer,Office,4,236.27,0.05,North,Lan
ORD00091,2026-07-11,C089,Dang Ngoc Mai,Laptop,Electronics,5,1180.26,0.0,West,Dung
ORD00348,2026-07-11,C091,Ngo Minh Quan,Tablet,Electronics,2,462.48,0.0,Central,Binh
ORD00171,2026-07-12,C022,Ngo Minh Quan,Keyboard,Accessories,4,60.79,0.0,Central,Binh
ORD00038,2026-07-13,C027,Ngo Minh Quan,Headphones,Accessories,1,97.06,0.05,South,Binh
ORD00473,2026-07-13,C041,Mai Anh,Mouse,Accessories,4,28.48,0.05,Central,Chi
ORD00254,2026-07-15,C034,Pham Quang Duy,Printer,Office,2,207.65,0.0,East,Binh
ORD00034,2026-07-16,C061,Le Minh Chau,Chair,Office,2,179.78,0.05,East,Chi
ORD00076,2026-07-16,C095,Hoang Thu Ha,Monitor,Electronics,1,360.74,0.0,Central,Huy
ORD00204,2026-07-17,C059,Hoang Thu Ha,Headphones,Accessories,8,84.56,0.0,North,An
ORD00169,2026-07-18,C074,Doan Thu Phuong,Laptop,Electronics,5,1158.4,0.0,South,Minh
ORD00382,2026-07-18,C013,Tran Thi Binh,Monitor,Electronics,3,322.16,0.1,West,Huy
ORD00144,2026-07-19,C025,Tran Thi Binh,Printer,Office,4,224.83,0.1,North,Dung
ORD00407,2026-07-19,C048,Huynh Kim Thao,Printer,Office,1,232.25,0.0,West,Chi
ORD00072,2026-07-20,C033,Hoang Thu Ha,Mouse,Accessories,1,27.76,0.05,East,Huy
ORD00117,2026-07-20,C053,Doan Thu Phuong,Webcam,Electronics,2,73.79,0.05,South,Dung
ORD00208,2026-07-21,C030,Tran Thi Binh,Monitor,Electronics,4,374.9,0.1,South,An
ORD00400,2026-07-21,C046,Mai Anh,Laptop,Electronics,1,1192.26,0.1,Central,Lan
ORD00437,2026-07-21,C057,Bui Gia Nam,Chair,Office,1,173.56,0.0,South,Lan
ORD00498,2026-07-21,C022,Le Minh Chau,Headphones,Accessories,4,92.14,0.05,North,Trang
ORD00023,2026-07-22,C056,Huynh Kim Thao,Headphones,Accessories,10,92.48,0.0,North,Minh
ORD00173,2026-07-22,C058,Dang Ngoc Mai,Laptop,Electronics,5,1261.21,0.0,South,Binh
ORD00175,2026-07-22,C027,Le Minh Chau,Keyboard,Accessories,5,57.41,0.1,North,Lan
ORD00114,2026-07-23,C100,Pham Quang Duy,Headphones,Accessories,3,95.36,0.0,West,Trang
ORD00202,2026-07-23,C037,Nguyen Van An,Mouse,Accessories,2,29.31,0.05,North,Trang
ORD00237,2026-07-23,C038,Pham Quang Duy,Keyboard,Accessories,4,61.04,0.1,South,Huy
ORD00431,2026-07-23,C080,Huynh Kim Thao,Webcam,Electronics,1,75.63,0.1,Central,Binh
ORD00075,2026-07-24,C033,Tran Thi Binh,Printer,Office,2,232.04,0.15,North,Chi
ORD00289,2026-07-24,C070,Phan Duc Tuan,Keyboard,Accessories,1,59.52,0.1,North,Huy
ORD00180,2026-07-25,C071,Nguyen Van An,Tablet,Electronics,3,498.52,0.1,East,Dung
ORD00274,2026-07-25,C014,Doan Thu Phuong,Headphones,Accessories,5,94.79,0.1,South,Huy
ORD00466,2026-07-25,C039,Dang Ngoc Mai,Monitor,Electronics,1,356.03,0.05,Central,Lan
ORD00269,2026-07-26,C052,Huynh Kim Thao,Tablet,Electronics,1,470.54,0.0,South,Minh
ORD00340,2026-07-26,C090,Hoang Thu Ha,Desk,Office,3,261.38,0.0,West,Lan
ORD00486,2026-07-26,C079,Pham Quang Duy,Keyboard,Accessories,3,61.55,0.0,East,Binh
ORD00234,2026-07-27,C062,Nguyen Ha,Tablet,Electronics,1,476.07,0.05,North,Minh
ORD00363,2026-07-27,C076,Tran Thi Binh,Desk,Office,4,271.01,0.0,North,Trang
ORD00324,2026-07-28,C098,Bui Gia Nam,Monitor,Electronics,1,359.48,0.15,North,Trang
ORD00389,2026-07-28,C092,Ngo Minh Quan,Mouse,Accessories,4,28.88,0.05,East,Chi
ORD00401,2026-07-28,C075,Mai Anh,Webcam,Electronics,2,77.09,0.15,South,Chi
ORD00462,2026-07-28,C076,Dang Ngoc Mai,Headphones,Accessories,1,92.55,0.1,Central,Lan
ORD00239,2026-07-29,C055,Vo Thanh Lam,Headphones,Accessories,5,96.37,0.0,Central,Lan
ORD00497,2026-07-29,C087,Huynh Kim Thao,Laptop,Electronics,2,1234.09,0.05,West,Dung
ORD00285,2026-07-31,C049,Hoang Thu Ha,Webcam,Electronics,1,74.54,0.0,South,Trang
ORD00409,2026-07-31,C020,Hoang Thu Ha,Tablet,Electronics,1,489.74,0.1,Central,Chi
ORD00461,2026-08-01,C061,Doan Thu Phuong,Mouse,Accessories,2,31.81,0.15,Central,Huy
ORD00149,2026-08-02,C025,Mai Anh,Mouse,Accessories,3,30.18,0.1,South,An
ORD00435,2026-08-02,C069,Huynh Kim Thao,Keyboard,Accessories,2,58.4,0.0,South,Lan
ORD00130,2026-08-03,C012,Pham Quang Duy,Chair,Office,2,176.54,0.0,West,Huy
ORD00083,2026-08-04,C069,Tran Thi Binh,Monitor,Electronics,6,336.46,0.05,West,Binh
ORD00327,2026-08-04,C034,Huynh Kim Thao,Keyboard,Accessories,4,57.72,0.2,North,An
ORD00369,2026-08-06,C013,Bui Gia Nam,Webcam,Electronics,1,70.74,0.05,East,Binh
ORD00321,2026-08-08,C008,Tran Thi Binh,Keyboard,Accessories,4,55.82,0.05,North,Huy
ORD00039,2026-08-09,C042,Dang Ngoc Mai,Chair,Office,4,175.95,0.1,South,Chi
ORD00249,2026-08-09,C052,Pham Quang Duy,Printer,Office,1,210.17,0.0,East,Lan
ORD00322,2026-08-09,C062,Nguyen Van An,Printer,Office,6,205.18,0.0,East,Chi
ORD00399,2026-08-12,C061,Ngo Minh Quan,Laptop,Electronics,2,1250.13,0.0,West,Lan
ORD00479,2026-08-12,C058,Pham Quang Duy,Mouse,Accessories,3,29.28,0.05,North,Chi
ORD00485,2026-08-12,C028,Hoang Thu Ha,Printer,Office,4,221.01,0.0,South,Lan
ORD00094,2026-08-14,C059,Bui Gia Nam,Monitor,Electronics,2,358.17,0.0,Central,Huy
ORD00140,2026-08-14,C073,Ngo Minh Quan,Printer,Office,1,223.41,0.05,South,Huy
ORD00495,2026-08-14,C055,Phan Duc Tuan,Headphones,Accessories,3,88.26,0.1,West,Minh
ORD00030,2026-08-15,C089,Le Minh Chau,Webcam,Electronics,8,77.03,0.1,North,Huy
ORD00172,2026-08-15,C052,Mai Anh,Webcam,Electronics,10,78.0,0.15,East,Minh
ORD00226,2026-08-15,C098,Nguyen Van An,Printer,Office,2,208.31,0.05,West,An
ORD00250,2026-08-15,C007,Huynh Kim Thao,Mouse,Accessories,1,29.76,0.15,East,Lan
ORD00272,2026-08-15,C096,Ngo Minh Quan,Chair,Office,4,173.6,0.15,South,Chi
ORD00093,2026-08-16,C086,Tran Thi Binh,Mouse,Accessories,2,29.9,0.05,North,Dung
ORD00372,2026-08-16,C072,Vo Thanh Lam,Monitor,Electronics,4,347.42,0.1,East,Dung
ORD00109,2026-08-17,C027,Dang Ngoc Mai,Webcam,Electronics,4,72.74,0.0,North,Lan
ORD00199,2026-08-17,C005,Tran Minh,Monitor,Electronics,2,336.46,0.15,North,Trang
ORD00464,2026-08-17,C006,Phan Duc Tuan,Headphones,Accessories,2,95.23,0.1,South,Lan
ORD00159,2026-08-18,C013,Bui Gia Nam,Chair,Office,4,189.1,0.0,West,Minh
ORD00265,2026-08-20,C059,Nguyen Ha,Laptop,Electronics,1,1122.24,0.05,East,Binh
ORD00020,2026-08-21,C052,Nguyen Van An,Mouse,Accessories,8,30.09,0.0,North,Binh
ORD00393,2026-08-21,C029,Tran Thi Binh,Mouse,Accessories,2,27.92,0.0,South,Dung
ORD00395,2026-08-21,C017,Huynh Kim Thao,Tablet,Electronics,3,466.05,0.15,South,Dung
ORD00425,2026-08-21,C088,Tran Thi Binh,Monitor,Electronics,2,342.68,0.05,Central,Lan
ORD00037,2026-08-22,C095,Vo Thanh Lam,Monitor,Electronics,1,342.87,0.05,South,Chi
ORD00120,2026-08-23,C022,Ngo Minh Quan,Monitor,Electronics,1,365.71,0.0,East,Binh
ORD00164,2026-08-25,C033,Vo Thanh Lam,Webcam,Electronics,2,75.79,0.05,Central,Trang
ORD00412,2026-08-25,C041,Mai Anh,Chair,Office,1,169.87,0.15,East,Huy
ORD00133,2026-08-26,C004,Ngo Minh Quan,Desk,Office,2,286.5,0.0,South,Huy
ORD00240,2026-08-27,C049,Ngo Minh Quan,Headphones,Accessories,10,85.8,0.1,South,Huy
ORD00024,2026-08-28,C016,Nguyen Van An,Chair,Office,2,177.09,0.2,North,Dung
ORD00282,2026-08-28,C047,Huynh Kim Thao,Tablet,Electronics,3,510.89,0.0,East,Chi
ORD00334,2026-08-28,C033,Mai Anh,Mouse,Accessories,6,30.52,0.1,South,Minh
ORD00157,2026-08-29,C003,Bui Gia Nam,Headphones,Accessories,1,85.98,0.0,West,Huy
ORD00158,2026-08-29,C061,Huynh Kim Thao,Printer,Office,1,223.42,0.05,South,Chi
ORD00329,2026-08-29,C099,Bui Gia Nam,Monitor,Electronics,1,340.56,0.2,Central,Trang
ORD00286,2026-08-30,C035,Nguyen Van An,Headphones,Accessories,1,93.28,0.0,North,Dung
ORD00499,2026-08-30,C047,Nguyen Van An,Chair,Office,2,166.82,0.0,West,Lan
ORD00096,2026-08-31,C031,Bui Gia Nam,Keyboard,Accessories,1,55.97,0.15,West,Dung
ORD00192,2026-08-31,C035,Mai Anh,Mouse,Accessories,3,27.99,0.05,West,Lan
ORD00353,2026-08-31,C001,Phan Duc Tuan,Mouse,Accessories,1,30.28,0.15,West,Chi
ORD00359,2026-08-31,C081,Le Minh Chau,Headphones,Accessories,2,96.03,0.05,West,Lan
ORD00420,2026-08-31,C036,Tran Minh,Webcam,Electronics,1,72.72,0.0,North,Huy
